key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
59,FAMILY PROCESSES AND CHILDREN'S AND ADOLESCENTS' WELL-BEING,2020,1,1,JOURNAL OF MARRIAGE AND FAMILY,0022-2445,82,1,145,BUEHLER C,10.1111/JOMF.12637,,WILEY,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
60,THE RELATIONSHIP OF PEER BULLYING WITH FAMILIAL EXPRESSED EMOTION AND PSYCHOPATHOLOGY,2020,1,1,ANADOLU PSIKIYATRI DERGISI-ANATOLIAN JOURNAL OF PSYCHIATRY,1302-6631,21,1,77,GUR N and ERAY S and MAKINECIOGLU I and SIGIRLI D and VURAL AP,10.5455/APD.43917,,CUMHURIYET UNIV TIP FAK PSIKIYATRI ANABILIM DALI,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
61,ONLINE SELF-COMPASSION TRAINING TO IMPROVE THE WELLBEING OF YOUTH WITH CHRONIC MEDICAL CONDITIONS: PROTOCOL FOR A RANDOMISED CONTROL TRIAL,2020,1,1,BMC PUBLIC HEALTH,NA,20,1,NA,FINLAY-JONES A and BOYES M and PERRY Y and SIROIS F and LEE RH and REES C,10.1186/S12889-020-8226-7,,BMC,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
62,PSYCHOPATHY AND AGGRESSION: THE ROLE OF EMOTION DYSREGULATION,NA,1,1,JOURNAL OF INTERPERSONAL VIOLENCE,0886-2605,,,NA,GAROFALO C and NEUMANN CS and VELOTTI P,10.1177/0886260519900946,,SAGE PUBLICATIONS INC,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
63,AGE-RELATED CHANGES IN BEHAVIOURAL AND EMOTIONAL PROBLEMS IN SMITH-MAGENIS SYNDROME MEASURED WITH THE DEVELOPMENTAL BEHAVIOR CHECKLIST,NA,1,1,JOURNAL OF INTELLECTUAL DISABILITIES,1744-6295,,,NA,NAG HE and NAERLAND T,10.1177/1744629519901056,,SAGE PUBLICATIONS LTD,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
64,ESTIMATING THE RELATIONAL WELL-BEING OF SIBLINGS SEPARATED BY OUT-OF-HOME CARE,NA,1,1,JOURNAL OF PUBLIC CHILD WELFARE,1554-8732,,,NA,WAID J,10.1080/15548732.2020.1717715,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
65,SLEEP DISTURBANCES AND THEIR ASSOCIATIONS WITH EMOTIONAL/BEHAVIOURAL PROBLEMS IN 5-YEAR-OLD BOYS WITH AUTISM SPECTRUM DISORDERS,2020,1,1,EARLY CHILD DEVELOPMENT AND CARE,0300-4430,190,2,236,KELMANSON IA,10.1080/03004430.2018.1464622,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,," RAYYAN-INCLUSION: {""Caspar""=>""Excluded""}"
66,TOWARD A GREATER UNDERSTANDING OF THE WAYS FAMILY-BASED TREATMENT ADDRESSES THE FULL RANGE OF PSYCHOPATHOLOGY OF ADOLESCENT ANOREXIA NERVOSA,2020,1,1,FRONTIERS IN PSYCHIATRY,1664-0640,10,,NA,LOCK J and NICHOLLS D,10.3389/FPSYT.2019.00968,,FRONTIERS MEDIA SA,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
67,WHITE MATTER MICROSTRUCTURE IN ADOLESCENTS AND YOUNG ADULTS WITH NON-SUICIDAL SELF-INJURY,2020,1,1,FRONTIERS IN PSYCHIATRY,1664-0640,10,,NA,SCHREINER MW and MUELLER BA and KLIMES-DOUGAN B and BEGNEL ED and FIECUS M and HILL D and LIM KO and CULLEN KR,10.3389/FPSYT.2019.01019,,FRONTIERS MEDIA SA,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
68,"ASD, OCD AND VIOLENCE - A FORENSIC CASE STUDY",2020,1,1,JOURNAL OF INTELLECTUAL DISABILITIES AND OFFENDING BEHAVIOUR,2050-8824,11,1,NA,EDWARDS H and HIGHAM L,10.1108/JIDOB-07-2019-0015,,EMERALD GROUP PUBLISHING LTD,,," RAYYAN-INCLUSION: {""Caspar""=>""Excluded""}"
69,DEVELOPMENTAL CHANGES IN EMOTION REGULATION DURING ADOLESCENCE: ASSOCIATIONS WITH SOCIOECONOMIC RISK AND FAMILY EMOTIONAL CONTEXT,NA,1,1,JOURNAL OF YOUTH AND ADOLESCENCE,0047-2891,,,NA,HERD T and KING-CASAS B and KIM-SPOON J,10.1007/S10964-020-01193-2,,SPRINGER/PLENUM PUBLISHERS,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
70,REGION-SPECIFIC EFFECTS OF MATERNAL SEPARATION ON PERINEURONAL NET AND PARVALBUMIN-EXPRESSING INTERNEURON FORMATION IN MALE AND FEMALE RATS,2020,1,1,NEUROSCIENCE,0306-4522,428,,23,GILDAWIE KR and HONEYCUTT JA and BRENHOUSE HC,10.1016/J.NEUROSCIENCE.2019.12.010,,PERGAMON-ELSEVIER SCIENCE LTD,,," RAYYAN-INCLUSION: {""Caspar""=>""Excluded""}"
71,CYBERBULLYING IN THE UNIVERSITY SETTING. RELATIONSHIP WITH EMOTIONAL PROBLEMS AND ADAPTATION TO THE UNIVERSITY,2020,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,10,,NA,MARTINEZ-MONTEAGUDO MC and DELGADO B and GARCIA-FERNANDEZ JM and RUIZ-ESTEBAN C,10.3389/FPSYG.2019.03074,,FRONTIERS MEDIA SA,,, 
72,CHARACTERIZING INTRINSIC FUNCTIONAL CONNECTIVITY IN RELATION TO IMPAIRED SELF-REGULATION IN INTELLECTUALLY ABLE MALE YOUTH WITH AUTISM SPECTRUM DISORDER,NA,1,1,AUTISM,1362-3613,,,NA,LIN HY and NI HC and TSENG WYI and GAU SSF,10.1177/1362361319888104,,SAGE PUBLICATIONS LTD,,, 
73,WHITE MATTER MICROSTRUCTURE IN YOUTH WITH AND AT RISK FOR BIPOLAR DISORDER,NA,1,1,BIPOLAR DISORDERS,1398-5647,,,NA,LINKE JO and STAVISH C and ADLEMAN NE and SARLLS J and TOWBIN KE and LEIBENLUFT E and BROTMAN MA,10.1111/BDI.12885,,WILEY,,, 
74,"ROMANTIC RELATIONSHIP CHURN IN EARLY ADOLESCENCE PREDICTS HOSTILITY, ABUSE, AND AVOIDANCE IN RELATIONSHIPS INTO EARLY ADULTHOOD",NA,1,1,JOURNAL OF EARLY ADOLESCENCE,0272-4316,,,NA,LOEB EL and KANSKY J and NARR RK and FOWLER C and ALLEN JP,10.1177/0272431619899477,,SAGE PUBLICATIONS INC,,, 
75,TRENDS IN BULLYING AND EMOTIONAL AND BEHAVIORAL DIFFICULTIES AMONG PAKISTANI SCHOOLCHILDREN: A CROSS-SECTIONAL SURVEY OF SEVEN CITIES,2020,1,1,FRONTIERS IN PSYCHIATRY,1664-0640,10,,NA,NAVEED S and WAQAS A and SHAH Z and AHMAD W and WASIM M and RASHEED J and AFZAAL T,10.3389/FPSYT.2019.00976,,FRONTIERS MEDIA SA,,, 
76,"PERCEIVED STIGMA, ILLNESS UNCERTAINTY, AND DEPRESSIVE SYMPTOMS IN YOUTH WITH INFLAMMATORY BOWEL DISEASE: THE MODERATING EFFECT OF MINDFULNESS",NA,1,1,PSYCHOLOGY HEALTH & MEDICINE,1354-8506,,,NA,GAMWELL KL and ROBERTS CM and ESPELETA HC and BAUDINO MN and HOMMEL KA and GRUNOW JE and JACOBS NJ and GILLASPY SR and MULLINS LL and CHANEY JM,10.1080/13548506.2020.1714062,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
77,"RETHINKING HOW WE VIEW GANG MEMBERS: AN EXAMINATION INTO AFFECTIVE, BEHAVIORAL, AND MENTAL HEALTH PREDICTORS OF UK GANG-INVOLVED YOUTH",NA,1,1,YOUTH JUSTICE-AN INTERNATIONAL JOURNAL,1473-2254,,,NA,FRISBY-OSMAN S and WOOD JL,10.1177/1473225419893779,,SAGE PUBLICATIONS LTD,,, 
78,A PILOT INVESTIGATION OF UNIVERSAL SCHOOL-BASED PREVENTION PROGRAMS FOR ANXIETY AND DEPRESSION SYMPTOMOLOGY IN CHILDREN: A RANDOMIZED CONTROLLED TRIAL,NA,1,1,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,,,NA,JOHNSTONE KM and MIDDLETON T and KEMPS E and CHEN JW,10.1002/JCLP.22926,,WILEY,,, 
79,EXAMINING THE PREDICTIVE ASSOCIATION OF IRRITABILITY WITH BORDERLINE PERSONALITY DISORDER IN A CLINICAL SAMPLE OF FEMALE ADOLESCENTS,NA,1,1,PERSONALITY AND MENTAL HEALTH,1932-8621,,,NA,DYCE L and SASSI RB and BOYLAN K,10.1002/PMH.1469,,WILEY,,, 
80,ASSESSING EMOTION REGULATION STRATEGIES IN CHILE: A SPANISH LANGUAGE ADAPTATION OF THE GERMAN SSKJ 3-8 SCALES,2020,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,10,,NA,WEIS M and HEINE JH,10.3389/FPSYG.2019.02870,,FRONTIERS MEDIA SA,,, 
81,PSYCHOMETRIC PROPERTIES OF THE EMOTION DYSREGULATION INVENTORY IN A NATIONALLY REPRESENTATIVE SAMPLE OF YOUTH,NA,1,1,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,,,NA,MAZEFSKY CA and YU L and PILKONIS PA,10.1080/15374416.2019.1703710,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
82,EXPLORING THE EMOTIONAL PROBLEMS AND MENTAL HEALTH NEEDS OF ELEMENTARY SCHOOL CHILDREN USING COCHLEAR IMPLANTS OR HEARING AIDS IN THE ISLAS CANARIAS,NA,1,1,HEARING BALANCE AND COMMUNICATION,2169-5717,,,NA,DE LA ROSA OMA and ANGULO LMV,10.1080/21695717.2019.1705059,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
83,DIMENSIONS OF EMOTION DYSREGULATION ASSOCIATED WITH PROBLEM VIDEO GAMING,2020,1,1,ADDICTION RESEARCH & THEORY,1606-6359,28,1,38,HOLLETT KB and HARRIS N,10.1080/16066359.2019.1579801,,TAYLOR & FRANCIS LTD,,, 
84,NEURAL COGNITIVE CONTROL MODERATES THE RELATION BETWEEN NEGATIVE LIFE EVENTS AND DEPRESSIVE SYMPTOMS IN ADOLESCENTS,2020,1,1,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,49,1,118,MACIEJEWSKI D and BRIEANT A and LEE J and KING-CASAS B and KIM-SPOON J,10.1080/15374416.2018.1491005,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
85,THE ROLE OF EMOTION DYSREGULATION IN THE ASSOCIATION BETWEEN SUBJECTIVE SOCIAL STATUS AND EATING EXPECTANCIES AMONG COLLEGE STUDENTS,2020,1,1,JOURNAL OF AMERICAN COLLEGE HEALTH,0744-8481,68,1,97,KAUFFMAN BY and BAKHSHAIE J and MANNING K and ROGERS AH and SHEPHERD JM and ZVOLENSKY MJ,10.1080/07448481.2018.1515761,,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,, 
86,THE CROSS-NATIONAL VALIDITY AND STRUCTURAL INVARIANCE OF THE EXISTENTIAL ANNIHILATION ANXIETY SCALE,NA,1,1,CURRENT PSYCHOLOGY,1046-1310,,,NA,KIRA IA and OZCAN NA and SHUWIEKH H and KUCHARSKA J and AMTHAL HA and KANAAN A,10.1007/S12144-019-00591-5,,SPRINGER,,, 
87,"EMOTIONAL DISORDER SYMPTOMS, ANHEDONIA, AND NEGATIVE URGENCY AS PREDICTORS OF HEDONIC HUNGER IN ADOLESCENTS",2020,1,1,EATING BEHAVIORS,1471-0153,36,,NA,MASON TB and DUNTON GF and GEARHARDT AN and LEVENTHAL AM,10.1016/J.EATBEH.2019.101343,,ELSEVIER,,, 
88,WILLINGNESS AND ACTION MEASURE FOR ADOLESCENTS: PSYCHOMETRIC VALIDATION IN SPANISH ADOLESCENTS,2020,1,1,JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,2212-1447,15,,46,COBOS-SANCHEZ L and FLUJAS-CONTRERAS JM and GOMEZ I,10.1016/J.JCBS.2019.11.006,,ELSEVIER,,, 
89,RECHARGE: A PRELIMINARY EVALUATION OF AN EMOTION REGULATION ENHANCED CBT-I INTERVENTION FOR INSOMNIA IN EARLY ADOLESCENCE,2020,1,1,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,1352-4658,48,1,121,BYRNE L and DONOVAN C and SHIELS A,10.1017/S1352465819000481,,CAMBRIDGE UNIV PRESS,,, 
90,SCHOOL GRADES AS PREDICTORS OF SELF-ESTEEM AND CHANGES IN INTERNALIZING PROBLEMS: A LONGITUDINAL STUDY FROM FOURTH THROUGH SEVENTH GRADE,2020,1,1,LEARNING AND INDIVIDUAL DIFFERENCES,1041-6080,77,,NA,METSAPELTO RL and ZIMMERMANN F and PAKARINEN E and POIKKEUS AM and LERKKANEN MK,10.1016/J.LINDIF.2019.101807,,ELSEVIER,,, 
91,PREDICTORS OF THE QUALITY OF THE RELATIONSHIP WITH CAREGIVERS IN RESIDENTIAL CARE,2020,1,1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,108,,NA,COSTA M and MELIM B and TAGLIABUE S and MOTA CP and MATOS PM,10.1016/J.CHILDYOUTH.2019.104579,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
92,CAN EMOTION REGULATION DIFFICULTY LEAD TO ADOLESCENT PROBLEMATIC SMARTPHONE USE? A MODERATED MEDIATION MODEL OF DEPRESSION AND PERCEIVED SOCIAL SUPPORT,2020,1,1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,108,,NA,FU LQ and WANG PC and ZHAO M and XIE X and CHEN Y and NIE J and LEI L,10.1016/J.CHILDYOUTH.2019.104660,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
93,DETECTION OF BEHAVIORAL AND EMOTIONAL DISORDERS IN RESIDENTIAL CHILD CARE: USING A MULTI-INFORMANT APPROACH,2020,1,1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,108,,NA,MARTIN E and GONZALEZ-GARCIA C and DEL VALLE JF and BRAVO A,10.1016/J.CHILDYOUTH.2019.104588,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
94,INTER-GENERATIONAL TRANSMISSION OF INDIGENOUS CULTURE AND CHILDREN'S WELLBEING: EVIDENCE FROM AUSTRALIA,2020,1,1,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767,74,,80,DOCKERY AM,10.1016/J.IJINTREL.2019.11.001,,PERGAMON-ELSEVIER SCIENCE LTD,,," RAYYAN-INCLUSION: {""Caspar""=>""Excluded""}"
95,"RELATIONSHIP BETWEEN EMOTIONAL INTELLIGENCE, ACADEMIC BURNOUT AND SCHOOL PERFORMANCE IN ADOLESCENT STUDENTS",2020,1,1,REVISTA CES PSICOLOGIA,2011-3080,13,1,125,SUPERVIA PU and BORDAS CS and ABAD JJM,10.21615/CESP.13.1.8,,UNIV CES,,, 
96,THE EFFECT OF BIRTH WEIGHT ON BEHAVIORAL PROBLEMS IN EARLY ADOLESCENCE: NEW EVIDENCE FROM MONOZYGOTIC TWINS,2020,1,1,ECONOMICS & HUMAN BIOLOGY,1570-677X,36,,NA,MOLLEGAARD S,10.1016/J.EHB.2019.100828,,ELSEVIER,,, 
97,CHILDHOOD EMOTIONAL AND CONDUCT PROBLEMS IN CHILDHOOD AND ADOLESCENCE DIFFERENTIALLY ASSOCIATED WITH INTERGENERATIONAL MALTREATMENT CONTINUITY AND PARENTAL INTERNALIZING SYMPTOMS,2020,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,48,1,29,SIERAU S and WARMINGHAM J and WHITE LO and KLEIN AM and VON KLITZING K,10.1007/S10802-019-00575-W,,SPRINGER/PLENUM PUBLISHERS,,, 
98,PARENT EMOTION SOCIALIZATION AND CHILD EMOTIONAL VULNERABILITY AS PREDICTORS OF BORDERLINE PERSONALITY FEATURES,2020,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,48,1,135,DIXON-GORDON KL and MARSH NP and BALDA KE and MCQUADE JD,10.1007/S10802-019-00579-6,,SPRINGER/PLENUM PUBLISHERS,,, 
99,VITAMIN D DEFICIENCY IN MIDDLE CHILDHOOD IS RELATED TO BEHAVIOR PROBLEMS IN ADOLESCENCE,2020,1,1,JOURNAL OF NUTRITION,0022-3166,150,1,140,ROBINSON SL and MARIN C and OLIVEROS H and MORA-PLAZAS M and LOZOFF B and VILLAMOR E,10.1093/JN/NXZ185,,OXFORD UNIV PRESS,,, 
100,"HOW DO STRESS, SLEEP QUALITY, AND CHRONOTYPE ASSOCIATE WITH CLINICALLY SIGNIFICANT DEPRESSIVE SYMPTOMS? A STUDY OF YOUNG MALE MILITARY RECRUITS IN COMPULSORY SERVICE",2020,1,1,BRAZILIAN JOURNAL OF PSYCHIATRY,1516-4446,42,1,54,TONON AC and CARISSIMI A and SCHIMITT RL and DE LIMA LS and PEREIRA FD and HIDALGO MP,10.1590/1516-4446-2018-0286,,ASSOC BRASILEIRA PSIQUIATRIA,,, 
101,MINDFUL PARENTING IS ASSOCIATED WITH ADOLESCENTS' DIFFICULTIES IN EMOTION REGULATION THROUGH ADOLESCENTS' PSYCHOLOGICAL INFLEXIBILITY AND SELF-COMPASSION,2020,1,1,JOURNAL OF YOUTH AND ADOLESCENCE,0047-2891,49,1,192,MOREIRA H and CANAVARRO MC,10.1007/S10964-019-01133-9,,SPRINGER/PLENUM PUBLISHERS,,, 
102,MENTAL HEALTH PROBLEMS FROM DIRECT VS INDIRECT EXPOSURE TO VIOLENT EVENTS AMONG CHILDREN BORN AND GROWING UP IN A CONFLICT ZONE OF SOUTHERN THAILAND,2020,1,1,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954,55,1,57,JAYUPHAN J and SANGTHONG R and HAYEEVANI N and ASSANANGKORNCHAI S and MCNEIL E,10.1007/S00127-019-01732-8,,SPRINGER HEIDELBERG,,, 
103,EVALUATING THE APAC (MINDFULNESS FOR GIFTEDNESS) PROGRAM IN A SPANISH SAMPLE OF GIFTED CHILDREN: A PILOT STUDY,2020,1,1,MINDFULNESS,1868-8527,11,1,86,TURANZAS JA and CORDON JR and CHOCA JP and MESTRE JM,10.1007/S12671-018-0985-1,,SPRINGER,,, 
104,LIFE COURSE PERSISTENT ANTISOCIAL BEHAVIOR SILVER ANNIVERSARY,2020,1,1,AGGRESSION AND VIOLENT BEHAVIOR,1359-1789,50,,NA,EME R,10.1016/J.AVB.2019.101344,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
105,THE NEED FOR SLEEP IN THE ADOLESCENT BRAIN,2020,1,1,TRENDS IN COGNITIVE SCIENCES,1364-6613,24,1,79,GALVAN A,10.1016/J.TICS.2019.11.002,,ELSEVIER SCIENCE LONDON,,, 
106,DEVELOPMENT AND VALIDATION OF THE EMOTION REGULATION ABILITY TEST FOR CHINESE YOUTH,2020,1,1,JOURNAL OF PACIFIC RIM PSYCHOLOGY,1834-4909,14,,NA,LI YM and LI J and ZOU H and WEI SN,10.1017/PRP.2019.31,,CAMBRIDGE UNIV PRESS,,, 
107,"INTRUSIVE IMAGES OF A DISTRESSING FUTURE: LINKS BETWEEN PROSPECTIVE MENTAL IMAGERY, GENERALIZED ANXIETY AND A TENDENCY TO SUPPRESS EMOTIONAL EXPERIENCE IN YOUTH",2020,1,1,BEHAVIOUR RESEARCH AND THERAPY,0005-7967,124,,NA,PILE V and LAU JYF,10.1016/J.BRAT.2019.103508,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
108,SOCIAL RISK AND INTERNALIZING DISTRESS IN MIDDLE CHILDHOOD: THE MODERATING ROLE OF EMOTION REGULATION PROCESSES,2020,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,29,1,167,MCCLAIN CM and YOUNGINER ST and ELLEDGE LC,10.1007/S10826-019-01548-9,,SPRINGER,,, 
109,DIRECT AND INTERACTIVE EFFECTS OF PEER ATTACHMENT AND GRIT ON MITIGATING PROBLEM BEHAVIORS AMONG URBAN LEFT-BEHIND ADOLESCENTS,2020,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,29,1,250,LAN XY and RADIN R,10.1007/S10826-019-01580-9,,SPRINGER,,, 
110,FEASIBILITY OF A MINDFULNESS-BASED INTERVENTION WITH SHELTERED YOUTH EXPERIENCING HOMELESSNESS,2020,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,29,1,261,MARIA DS and CUCCARO P and BENDER K and CRON S and FINE M and SIBINGA E,10.1007/S10826-019-01583-6,,SPRINGER,,, 
111,ACADEMIC SELF-CONCEPT AND SENSE OF SCHOOL BELONGING OF ADOLESCENT SIBLINGS OF AUTISTIC CHILDREN,2020,1,1,RESEARCH IN DEVELOPMENTAL DISABILITIES,0891-4222,96,,NA,GREGORY A and HASTINGS RP and KOVSHOFF H,10.1016/J.RIDD.2019.103519,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
112,THE QUALITY OF THE RELATIONSHIP BETWEEN TYPICALLY DEVELOPING CHILDREN AND THEIR SIBLINGS WITH AND WITHOUT INTELLECTUAL DISABILITY: INSIGHTS FROM CHILDREN'S DRAWINGS,2020,1,1,RESEARCH IN DEVELOPMENTAL DISABILITIES,0891-4222,96,,NA,ZAIDMAN-ZAIT A and YECHEZKIELY M and REGEV D,10.1016/J.RIDD.2019.103537,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
113,DEVELOPMENT AND VALIDATION OF A JAPANESE VERSION OF THE EMOTION REGULATION QUESTIONNAIRE FOR CHILDREN AND ADOLESCENTS,2020,1,1,NEUROPSYCHIATRIC DISEASE AND TREATMENT,NA,16,,209,NAMATAME H and FUJISATO H and ITO M and SAWAMIYA Y,10.2147/NDT.S211175,,DOVE MEDICAL PRESS LTD,,, 
114,SPANISH VALIDATION OF THE EMOTION REGULATION QUESTIONNAIRE FOR CHILDREN AND ADOLESCENTS (ERQ-CA): INTRODUCING THE ERQ-SPA,2020,1,1,JOURNAL OF RESEARCH ON ADOLESCENCE,1050-8392,30,,55,MARTIN-ALBO J and VALDIVIA-SALAS S and LOMBAS AS and JIMENEZ TI,10.1111/JORA.12465,,WILEY,,, 
115,THE ROLE OF AFFECTIVE CONTROL IN EMOTION REGULATION DURING ADOLESCENCE,2020,1,1,EMOTION,1528-3542,20,1,80,SCHWEIZER S and GOTLIB IH and BLAKEMORE SJ,10.1037/EMO0000695,,AMER PSYCHOLOGICAL ASSOC,,, 
116,TEACHING EMOTION REGULATION IN SCHOOLS: TRANSLATING RESEARCH INTO PRACTICE WITH THE RULER APPROACH TO SOCIAL AND EMOTIONAL LEARNING,2020,1,1,EMOTION,1528-3542,20,1,105,HOFFMANN JD and BRACKETT MA and BAILEY CS and WILLNER CJ,10.1037/EMO0000649,,AMER PSYCHOLOGICAL ASSOC,,, 
117,AN UPDATE ON MENTAL HEALTH PROBLEMS AND COGNITIVE BEHAVIORAL THERAPY IN PEDIATRIC OBESITY,2020,1,1,PEDIATRIC GASTROENTEROLOGY HEPATOLOGY & NUTRITION,2234-8646,23,1,15,KANG NR and KWACK YS,10.5223/PGHN.2020.23.1.15,,KOREAN SOC PEDIATRIC GASTROENTEROLOGY & NUTRITION,,, 
118,VALIDATION OF THE SPANISH VERSION OF THE COGNITIVE EMOTION REGULATION QUESTIONNAIRE IN ADOLESCENTS,2020,1,1,PSICOTHEMA,0214-9915,32,1,153,CHAMIZO-NIETO MT and REY L and SANCHEZ-ALVAREZ N,10.7334/PSICOTHEMA2019.156,,COLEGIO OFICIAL DE PSICOLOGOS DE ASTURIAS,,, 
119,INTERNAL STRUCTURE OF THE COGNITIVE EMOTION REGULATION QUESTIONNAIRE (CERQ-18) IN A SAMPLE OF PERUVIAN ADOLESCENTS,2020,1,1,REVISTA IBEROAMERICANA DE DIAGNOSTICO Y EVALUACION-E AVALIACAO PSICOLOGICA,2183-6051,1,54,165,NAVARRO-LOLI JS and DOMINGUEZ-LARA S and MEDRANO LA,10.21865/RIDEP54.1.13,,AIDEP,,, 
120,PREDICTORS AND OUTCOMES ASSOCIATED WITH THERAPEUTIC ALLIANCE IN COGNITIVE BEHAVIOUR THERAPY FOR CHILDREN WITH AUTISM,2020,1,1,AUTISM,1362-3613,24,1,211,ALBAUM C and TABLON P and ROUDBARANI F and WEISS JA,10.1177/1362361319849985,,SAGE PUBLICATIONS LTD,,, 
121,DIFFERENCES IN AUTONOMIC FLEXIBILITY IN ADOLESCENTS WITH DISTINCT EMOTION REGULATION STYLES DURING ACUTE STRESS,2020,1,1,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,1090-0578,24,1,1,BORNAS X and FIOL-VENY A and BALLE M,NA,,SOC CHAOS THEORY PSYCHOLOGY & LIFE SCIENCES,,, 
122,INTERNALIZING SYMPTOMS AND LONELINESS: DIRECT EFFECTS OF MINDFULNESS AND PROTECTION AGAINST THE NEGATIVE EFFECTS OF PEER VICTIMIZATION AND EXCLUSION,2020,1,1,INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,0165-0254,44,1,51,CLEAR SJ and ZIMMER-GEMBECK MJ and DUFFY AL and BARBER BL,10.1177/0165025419876358,,SAGE PUBLICATIONS LTD,,, 
123,THE DEVELOPMENT OF SOCIAL AND EMOTIONAL COMPETENCE AT SCHOOL: AN INTEGRATED MODEL,2020,1,1,INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,0165-0254,44,1,76,COLLIE RJ,10.1177/0165025419851864,,SAGE PUBLICATIONS LTD,,, 
124,DAILY MOOD PROFILES AND PSYCHOSOCIAL ADJUSTMENT IN YOUTH WITH NEWLY DIAGNOSED CANCER AND HEALTHY PEERS,2020,1,1,HEALTH PSYCHOLOGY,0278-6133,39,1,1,SCHEPERS SA and RUSSELL K and BERLIN KS and ZHANG H and WANG F and PHIPPS S,10.1037/HEA0000810,,AMER PSYCHOLOGICAL ASSOC,,, 
125,CALLOUS-UNEMOTIONAL TRAITS AND THE ATTENTIONAL BIAS TOWARDS EMOTIONAL STIMULI: TESTING THE MODERATING ROLE OF EMOTIONAL AND BEHAVIOURAL PROBLEMS AMONG HIGH-RISK ADOLESCENTS,2020,1,1,CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,1359-1045,25,1,156,SZAB? E and HAL?SZ J and MORGAN A and DEMETROVICS Z and K?K?NYEI G,10.1177/1359104518822690,,SAGE PUBLICATIONS INC,,, 
126,TECHNOLOGY CAN STING WHEN REALITY BITES: ADOLESCENTS' FREQUENT ONLINE COPING IS INEFFECTIVE WITH MOMENTARY STRESS,2020,1,1,COMPUTERS IN HUMAN BEHAVIOR,0747-5632,102,,248,DUVENAGE M and CORREIA H and UINK B and BARBER BL and DONOVAN CL and MODECKI KL,10.1016/J.CHB.2019.08.024,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
127,EARLY PREDICTORS OF DE NOVO AND SUBTHRESHOLD LATE-ONSET ADHD IN A CHILD AND ADOLESCENT COHORT,NA,1,1,JOURNAL OF ATTENTION DISORDERS,1087-0547,,,NA,LIU CY and ASHERSON P and VIDING E and GREVEN CU and PINGAULT JB,10.1177/1087054719892888,,SAGE PUBLICATIONS INC,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
